0.123003 5160
0.133003 10184
0.143003 20368
0.153003 40736
0.163003 81472
0.173003 85224
0.183003 36448
0.193003 69144
0.203003 77720
0.213003 63248
0.223003 79328
0.233003 59496
0.243003 89512
0.253003 89512
0.263003 48776
0.273003 109344
0.283003 88440
0.293003 57352
0.303003 112488
0.313003 99588
0.323003 63984
0.333003 112488
0.343003 100620
0.353003 60888
0.363003 109908
0.373003 100620
0.383003 65016
0.393003 99588
0.403003 111972
0.413003 73788
0.423003 93912
0.433003 111972
0.443003 78432
0.453003 102168
0.463003 95460
0.473003 92880
0.483003 101136
0.493003 76884
0.503003 111456
0.513003 101652
0.523003 77400
0.533003 104748
0.543003 108876
0.553003 77400
0.563003 100620
0.573003 110424
0.583003 77400
0.593003 101652
0.603003 88236
0.613003 100104
0.623003 100620
0.633003 77916
0.643003 110940
0.653003 102168
0.663003 77400
0.673003 102168
0.683003 110424
0.693003 77400
0.703003 101136
0.713003 107328
0.723003 80496
0.733003 101652
0.743003 91332
0.753003 97008
0.763003 100104
0.773003 78432
0.783003 110940
0.793003 100620
0.803003 77400
0.813003 101136
0.823003 107844
0.833003 87204
0.843003 94428
0.853003 109392
0.863003 91848
0.873003 89784
0.883003 96492
0.893003 110940
0.903003 87204
0.913003 98040
0.923003 100620
0.933003 109908
0.943003 98556
0.953003 101136
0.963003 99072
0.973003 108360
0.983003 108876
0.993003 99588
1.003 99588
1.013 100620
1.023 110424
1.033 100104
1.043 100620
1.053 101652
1.063 105780
1.073 106296
1.083 101652
1.093 99072
1.103 100620
1.113 110424
1.123 100104
1.133 100620
1.143 99588
1.153 110424
1.163 101652
1.173 100620
1.183 99588
1.193 102684
1.203 110424
1.213 100620
1.223 101652
1.233 101136
1.243 109908
1.253 101136
1.263 100104
1.273 99588
1.283 108876
1.293 100620
1.303 99588
1.313 88752
1.323 109908
1.333 102168
1.343 89268
1.353 102168
1.363 103716
1.373 95976
1.383 101136
1.393 88752
1.403 110424
1.413 106812
1.423 90300
1.433 100620
1.443 108360
1.453 92880
1.463 102168
1.473 89268
1.483 105264
1.493 100104
1.503 72756
1.513 111456
1.523 103716
1.533 66048
1.543 102168
1.553 109908
1.563 62952
1.573 100620
1.583 111972
1.593 72756
1.603 99072
1.613 102168
1.623 79464
1.633 104232
1.643 91848
1.653 89268
1.663 105264
1.673 73788
1.683 111456
1.693 97008
1.703 78432
1.713 106812
1.723 99072
1.733 74820
1.743 98040
1.753 111456
1.763 75852
1.773 97008
1.783 103200
1.793 86688
1.803 89784
1.813 89784
1.823 109908
1.833 88752
1.843 87204
1.853 104748
1.863 95976
1.873 88752
1.883 113004
1.893 113004
1.903 113520
1.913 113004
1.923 113004
1.933 113520
1.943 113004
1.953 113004
1.963 113520
1.973 113004
1.983 113004
1.993 113004
2.003 113520
2.013 58824
2.023 75852
2.033 113004
2.043 113520
2.053 113004
2.063 113004
2.073 113520
2.083 113004
2.093 21672
2.103 113004
2.113 107328
2.123 51600
2.133 106296
2.143 99588
2.153 56244
2.163 105264
2.173 99588
2.183 61920
2.193 103200
2.203 99072
2.213 67080
2.223 97524
2.233 97008
2.243 70692
2.253 93396
2.263 103200
2.273 71724
2.283 91848
2.293 99588
2.303 79980
2.313 84624
2.323 99072
2.333 79464
2.343 85656
2.353 102168
2.363 83076
2.373 82044
2.383 97524
2.393 91332
2.403 76884
2.413 105780
2.423 89268
2.433 81012
2.443 107844
2.453 79980
2.463 94944
2.473 104748
2.483 74304
2.493 109908
2.503 103716
2.513 67080
2.523 109908
2.533 105264
2.543 65532
2.553 106812
2.563 106296
2.573 67080
2.583 101652
2.593 111972
2.603 64500
2.613 102684
2.623 108360
2.633 72240
2.643 102168
2.653 103200
2.663 73272
2.673 102684
2.683 97524
2.693 81012
2.703 106812
2.713 78432
2.723 102684
2.733 107844
2.743 73272
2.753 111456
2.763 104748
2.773 78432
2.783 101136
2.793 111972
2.803 76884
2.813 107844
2.823 102168
2.833 81528
2.843 107844
2.853 82560
2.863 101652
2.873 102684
2.883 77400
2.893 111456
2.903 97524
2.913 79980
2.923 101136
2.933 111456
2.943 80496
2.953 104232
2.963 98040
2.973 92364
2.983 101652
2.993 78948
3.003 110940
3.013 103716
3.023 78948
3.033 106812
3.043 107844
3.053 78432
3.063 104232
3.073 106812
3.083 85140
3.093 107844
3.103 83076
3.113 110940
3.123 102684
3.133 78948
3.143 104232
3.153 107844
3.163 77400
3.173 103200
3.183 106812
3.193 81528
3.203 102168
3.213 93912
3.223 94944
3.233 101652
3.243 78432
3.253 111456
3.263 100104
3.273 77400
3.283 101136
3.293 106812
3.303 82560
3.313 99588
3.323 109392
3.333 89784
3.343 98040
3.353 84624
3.363 111456
3.373 93912
3.383 92364
3.393 105780
3.403 110940
3.413 88752
3.423 107844
3.433 94944
3.443 110424
3.453 108360
3.463 95460
3.473 108360
3.483 108876
3.493 98040
3.503 102684
3.513 100104
3.523 99588
3.533 110424
3.543 99588
3.553 98556
3.563 94944
3.573 110940
3.583 98040
3.593 96492
3.603 99588
3.613 110940
3.623 97524
3.633 98556
3.643 92364
3.653 110940
3.663 90300
3.673 89784
3.683 92364
3.693 108360
3.703 90300
3.713 89268
3.723 104232
3.733 102168
3.743 86688
3.753 95460
3.763 110424
3.773 87204
3.783 90816
3.793 88236
3.803 101652
3.813 88236
3.823 81528
3.833 108360
3.843 95976
3.853 78948
3.863 107844
3.873 94944
3.883 77916
3.893 101136
3.903 111456
3.913 75336
3.923 112488
3.933 113004
3.943 113004
3.953 113520
3.963 113004
3.973 113004
3.983 113520
3.993 113004
4.003 113004
4.013 113520
4.023 113004
4.033 113004
4.043 106296
4.053 28896
4.063 113004
4.073 113004
4.083 113520
4.093 113004
4.103 113004
4.113 113520
4.123 113004
4.133 79464
4.143 55728
4.153 106812
4.163 101136
4.173 56244
4.183 107328
4.193 105780
4.203 55728
4.213 101652
4.223 110424
4.233 54696
4.243 99588
4.253 113004
4.263 50052
4.273 100620
4.283 113004
4.293 59340
4.303 101652
4.313 112488
4.323 61920
4.333 100104
4.343 108360
4.353 65016
4.363 99588
4.373 103200
4.383 71724
4.393 99588
4.403 92364
4.413 81528
4.423 98040
4.433 84108
4.443 98556
4.453 92880
4.463 71724
4.473 105780
4.483 101652
4.493 66564
4.503 111972
4.513 100104
4.523 65016
4.533 111972
4.543 104232
4.553 70176
4.563 105264
4.573 111456
4.583 75852
4.593 103200
4.603 107328
4.613 81528
4.623 101136
4.633 80496
4.643 108360
4.653 102168
4.663 77400
4.673 109392
4.683 105780
4.693 78432
4.703 95976
4.713 111972
4.723 81528
4.733 98040
4.743 99072
4.753 94944
4.763 100620
4.773 76368
4.783 111456
4.793 98556
4.803 75336
4.813 106812
4.823 103716
4.833 75336
4.843 100104
4.853 111972
4.863 78948
4.873 102168
4.883 95460
4.893 95460
4.903 101652
4.913 77916
4.923 111972
4.933 102684
4.943 81012
4.953 103200
4.963 109908
4.973 77400
4.983 100104
4.993 107328
5.003 79464
5.013 99072
5.023 83592
5.033 104232
5.043 98556
5.053 75336
5.063 111456
5.073 101652
5.083 83592
5.093 102684
5.103 110424
5.113 81528
5.123 106296
5.133 91848
5.143 100620
5.153 101136
5.163 74820
5.173 111456
5.183 101652
5.193 69660
5.203 107328
5.213 106296
5.223 67080
5.233 105780
5.243 109392
5.253 76884
5.263 101652
5.273 107844
5.283 80496
5.293 100620
5.303 88752
5.313 100620
5.323 102168
5.333 77916
5.343 109908
5.353 102684
5.363 76884
5.373 101652
5.383 111456
5.393 78432
5.403 101136
5.413 103716
5.423 85140
5.433 100104
5.443 88236
5.453 107328
5.463 104232
5.473 77400
5.483 105264
5.493 107328
5.503 78948
5.513 101652
5.523 109908
5.533 78948
5.543 100620
5.553 95976
5.563 92880
5.573 101136
5.583 77400
5.593 111456
5.603 100620
5.613 77916
5.623 104232
5.633 108360
5.643 77400
5.653 103200
5.663 111456
5.673 76368
5.683 102168
5.693 97008
5.703 91848
5.713 102168
5.723 81012
5.733 108876
5.743 102168
5.753 85140
5.763 104232
5.773 109908
5.783 88236
5.793 99588
5.803 106812
5.813 92364
5.823 95976
5.833 89268
5.843 108876
5.853 99588
5.863 91332
5.873 97524
5.883 111972
5.893 82560
5.903 101136
5.913 93396
5.923 91848
5.933 99072
5.943 85656
5.953 111456
5.963 98556
5.973 85140
5.983 97524
5.993 111972
6.003 85140
6.013 88236
6.023 111972
6.033 77916
6.043 88752
6.053 99072
6.063 89784
6.073 95460
6.083 84108
6.093 109908
6.103 92364
6.113 89784
6.123 99072
6.133 108360
6.143 94944
6.153 90300
6.163 103716
6.173 105780
6.183 84624
6.193 97008
6.203 109392
6.213 84108
6.223 92364
6.233 88752
6.243 110424
6.253 90300
6.263 85656
6.273 106812
6.283 101136
6.293 85656
6.303 97524
6.313 111456
6.323 92364
6.333 101652
6.343 87720
6.353 111456
6.363 100104
6.373 89268
6.383 100104
6.393 110940
6.403 87720
6.413 101652
6.423 93912
6.433 108360
6.443 101136
6.453 88236
6.463 106296
6.473 104748
6.483 90300
6.493 101652
6.503 101652
6.513 98040
6.523 101652
6.533 90816
6.543 107844
6.553 104748
6.563 89268
6.573 101652
6.583 108360
6.593 94428
6.603 93396
6.613 91332
6.623 110940
6.633 85140
6.643 93912
6.653 93912
6.663 102168
6.673 87204
6.683 90816
6.693 111456
6.703 85656
6.713 92880
6.723 93396
6.733 99072
6.743 94428
6.753 84108
6.763 111972
6.773 92880
6.783 78432
6.793 102684
6.803 111456
6.813 75852
6.823 100620
6.833 109392
6.843 78948
6.853 102168
6.863 90300
6.873 97008
6.883 99588
6.893 76884
6.903 111456
6.913 99588
6.923 75852
6.933 103200
6.943 111456
6.953 75336
6.963 101652
6.973 109392
6.983 78432
6.993 100104
7.003 92880
7.013 94428
7.023 95976
7.033 76884
7.043 111456
7.053 97524
7.063 74820
7.073 108876
7.083 101136
7.093 78432
7.103 87720
7.113 111456
7.123 79980
7.133 97524
7.143 103716
7.153 84624
7.163 101136
7.173 90300
7.183 98040
7.193 101136
7.203 86172
7.213 109392
7.223 103200
7.233 87204
7.243 101652
7.253 108360
7.263 79980
7.273 100104
7.283 87204
7.293 100620
7.303 101136
7.313 75852
7.323 111456
7.333 107328
7.343 89268
7.353 107844
7.363 108360
7.373 97008
7.383 100620
7.393 98040
7.403 108360
7.413 104232
7.423 99588
7.433 97524
7.443 102168
7.453 108360
7.463 89268
7.473 104232
7.483 105780
7.493 98556
7.503 99588
7.513 88236
7.523 110940
7.533 101652
7.543 90816
7.553 100104
7.563 107844
7.573 91848
7.583 100620
7.593 89268
7.603 110940
7.613 100620
7.623 87720
7.633 100620
7.643 110940
7.653 79980
7.663 102168
7.673 90816
7.683 97524
7.693 99072
7.703 76884
7.713 111456
7.723 100104
7.733 87204
7.743 99072
7.753 111456
7.763 84624
7.773 93396
7.783 103200
7.793 87720
7.803 99588
7.813 79464
7.823 111456
7.833 100620
7.843 76884
7.853 109392
7.863 104232
7.873 76884
7.883 101652
7.893 111972
7.903 76884
7.913 100620
7.923 97008
7.933 91848
7.943 101652
7.953 78948
7.963 110424
7.973 107328
7.983 82044
7.993 108876
8.003 110940
8.013 83592
8.023 104748
8.033 102168
8.043 97524
8.053 102168
8.063 85140
8.073 109908
8.083 104232
8.093 88236
8.103 101652
8.113 108876
8.123 90300
8.133 99588
8.143 89268
8.153 110424
8.163 101652
8.173 89784
8.183 99072
8.193 109908
8.203 91332
8.213 102168
8.223 86688
8.233 110940
8.243 100104
8.253 89784
8.263 99072
8.273 110940
8.283 87204
8.293 100104
8.303 94428
8.313 106812
8.323 101136
8.333 93912
8.343 103200
8.353 110424
8.363 89268
8.373 101652
8.383 95460
8.393 105264
8.403 102168
8.413 88752
8.423 108360
8.433 103716
8.443 90300
8.453 101136
8.463 105780
8.473 94944
8.483 102168
8.493 90816
8.503 110940
8.513 101652
8.523 96492
8.533 100104
8.543 105780
8.553 97524
8.563 99072
8.573 97524
8.583 101652
8.593 110424
8.603 87720
8.613 102684
8.623 98556
8.633 101136
8.643 100620
8.653 87720
8.663 106296
8.673 104232
8.683 92364
8.693 102168
8.703 102168
8.713 98040
8.723 102684
8.733 92364
8.743 106812
8.753 105264
8.763 90300
8.773 107844
8.783 102168
8.793 97008
8.803 102168
8.813 89784
8.823 107844
8.833 105264
8.843 89784
8.853 101136
8.863 107844
8.873 93912
8.883 101652
8.893 88752
8.903 110424
8.913 102684
8.923 90300
8.933 101652
8.943 110424
8.953 90300
8.963 101652
8.973 89784
8.983 110940
8.993 102168
9.003 89268
9.013 101136
9.023 110940
9.033 91848
9.043 101652
9.053 89268
9.063 109908
9.073 102168
9.083 91332
9.093 102684
9.103 110940
9.113 89784
9.123 100104
9.133 99588
9.143 102168
9.153 102168
9.163 89268
9.173 107844
9.183 103716
9.193 91848
9.203 100620
9.213 107328
9.223 93396
9.233 101136
9.243 90816
9.253 110940
9.263 103200
9.273 88752
9.283 102168
9.293 110940
9.303 90816
9.313 101652
9.323 88752
9.333 110940
9.343 102168
9.353 90300
9.363 101136
9.373 110424
9.383 89784
9.393 102168
9.403 89784
9.413 111456
9.423 101652
9.433 88752
9.443 101652
9.453 110940
9.463 90300
9.473 103200
9.483 89268
9.493 110424
9.503 103716
9.513 92364
9.523 101652
9.533 110940
9.543 89268
9.553 101136
9.563 102168
9.573 99588
9.583 102684
9.593 88236
9.603 108360
9.613 107328
9.623 92880
9.633 102684
9.643 103716
9.653 99072
9.663 106296
9.673 91848
9.683 106812
9.693 105780
9.703 92880
9.713 104232
9.723 98040
9.733 104748
9.743 102168
9.753 90816
9.763 103200
9.773 110940
9.783 87204
9.793 99072
9.803 97524
9.813 102684
9.823 96492
9.833 88752
9.843 109392
9.853 91332
9.863 88236
9.873 91848
9.883 107328
9.893 88236
9.903 87720
9.913 108360
9.923 102168
9.933 88236
9.943 98556
9.953 108360
9.963 91332
9.973 99588
9.983 88752
9.993 111456
10.003 101652
10.013 91332
