0.123029 4.128
0.133029 8.1472
0.143029 8.1472
0.153029 8.576
0.163029 10.2912
0.173029 17.152
0.183029 11.5776
0.193029 11.5776
0.203029 11.5776
0.213029 14.5792
0.223029 20.1536
0.233029 18.0096
0.243029 15.008
0.253029 15.8656
0.263029 18.4384
0.273029 24.4416
0.283029 25.2992
0.293029 22.2976
0.303029 21.0112
0.313029 24.8704
0.323029 30.016
0.333029 31.7312
0.343029 33.0176
0.353029 30.4448
0.363029 32.5888
0.373029 37.7344
0.383029 40.3072
0.393029 42.0224
0.403029 43.7376
0.413029 45.4528
0.423029 45.4528
0.433029 45.4528
0.443029 45.4528
0.453029 45.024
0.463029 45.4528
0.473029 45.4528
0.483029 45.4528
0.493029 45.4528
0.503029 45.4528
0.513029 45.4528
0.523029 45.4528
0.533029 45.4528
0.543029 45.024
0.553029 45.4528
0.563029 45.4528
0.573029 45.4528
0.583029 45.4528
0.593029 45.4528
0.603029 45.4528
0.613029 45.4528
0.623029 45.4528
0.633029 45.4528
0.643029 45.4528
0.653029 45.4528
0.663029 45.024
0.673029 45.4528
0.683029 45.4528
0.693029 45.4528
0.703029 45.4528
0.713029 45.424
0.723029 45.408
0.733029 44.9952
0.743029 45.408
0.753029 44.9952
0.763029 45.408
0.773029 45.408
0.783029 44.9952
0.793029 45.408
0.803029 45.408
0.813029 21.4656
0.823029 0
0.833029 104.851
0.843029 17.7504
0.853029 45.408
0.863029 45.1904
0.873029 45.4528
0.883029 45.4528
0.893029 45.4528
0.903029 45.024
0.913029 45.4528
0.923029 45.4528
0.933029 45.4528
0.943029 45.4528
0.953029 45.4528
0.963029 45.4528
0.973029 45.4528
0.983029 45.4528
0.993029 45.4528
1.00303 45.4528
1.01303 45.4528
1.02303 45.024
1.03303 45.4528
1.04303 45.4528
1.05303 45.4528
1.06303 45.4528
1.07303 45.4528
1.08303 45.4528
1.09303 45.4528
1.10303 45.4528
1.11303 45.4528
1.12303 45.4528
1.13303 45.4528
1.14303 45.024
1.15303 45.4528
1.16303 45.4528
1.17303 45.4528
1.18303 45.4528
1.19303 45.4528
1.20303 45.4528
1.21303 45.4528
1.22303 45.4528
1.23303 45.4528
1.24303 45.4528
1.25303 45.4528
1.26303 45.4528
1.27303 45.4528
1.28303 45.024
1.29303 45.4528
1.30303 45.4528
1.31303 45.4528
1.32303 45.4528
1.33303 45.4528
1.34303 45.4528
1.35303 45.4528
1.36303 45.4528
1.37303 45.4528
1.38303 45.4528
1.39303 45.4528
1.40303 45.024
1.41303 45.4528
1.42303 45.4528
1.43303 45.4528
